,Name,T,S,K,r,q,Moneyness,Call Mkt Price,Put Mkt Price,Call Delta,Put Delta,Gamma,Vega,Call Theta,Put Theta,Call Rho,Put Rho,Call IV,Put IV
3822,220228-3865,0.1232876712328767,4662.85,3865.0,0.00033304045770995506,0.015,0.8412451830516591,739.8,10.45,0.9512749803390976,-0.04868396072138622,0.00020387540331579895,162.87079560199228,-202.52118490085908,-202.76408795868983,-91.20820378610324,-1.2883407724046507,0.3069763513008809,0.3069763513008872
3823,220228-3870,0.1232876712328767,4662.85,3870.0,0.00033304045770995506,0.015,0.8423426743031883,734.9000000000001,10.6,0.9505377491311923,-0.049421191929291605,0.0002069891170572166,164.83620366417847,-204.32625318623397,-204.5674743897533,-90.60405930903396,-1.306799035061357,0.3060138753963981,0.3060138753963943
3824,220228-3875,0.1232876712328767,4662.85,3875.0,0.00033304045770995506,0.015,0.8434401895419972,730.0,10.75,0.9497941602504685,-0.05016478081001534,0.00021014028552991223,166.80984122676475,-206.11895934110697,-206.35849869031486,-89.99998456471194,-1.325327030465352,0.30504075710468614,0.3050407571046831
3825,220228-3880,0.1232876712328767,4662.85,3880.0,0.00033304045770995506,0.015,0.8445193458375362,725.2,10.9,0.9490516372088628,-0.05090730385162116,0.00021328154800565556,168.77567038339978,-207.89718922511008,-208.13508002405231,-89.40822659686941,-1.343843035225686,0.3040833647864131,0.30408336478641323
3826,220228-3885,0.1232876712328767,4662.85,3885.0,0.00033304045770995506,0.015,0.8455984787399355,720.4,11.05,0.948304578263304,-0.051654362797179804,0.00021645659889258897,170.74496075020525,-209.65503510415962,-209.89127735283617,-88.81646630182892,-1.362356712787866,0.3031124362690405,0.3031124362690387
3827,220228-3890,0.1232876712328767,4662.85,3890.0,0.00033304045770995506,0.015,0.8466960177609528,715.5,11.2,0.947548009573389,-0.052410931487094886,0.00021971042979583553,172.72691006043837,-211.38130095817516,-211.6158613525403,-88.21234317909965,-1.380836329784633,0.3020963740661857,0.3020963740661851
3828,220228-3895,0.1232876712328767,4662.85,3895.0,0.00033304045770995506,0.015,0.8477843538685619,710.65,11.35,0.9467889544262078,-0.05316998663427611,0.00022297907370045892,174.7085707428874,-213.09281270475205,-213.32570789682862,-87.61439831573028,-1.3993298225795592,0.301083062637558,0.30108306263755796
3829,220228-3900,0.1232876712328767,4662.85,3900.0,0.00033304045770995506,0.015,0.8488634515274261,705.9,11.55,0.9458744548185493,-0.05408448624193466,0.00022655948647652647,177.08658808152765,-215.47290640362985,-215.70415304544076,-87.02871533708603,-1.4239208165381032,0.3003517907886894,0.3003517907886895
3830,220228-3905,0.1232876712328767,4662.85,3905.0,0.00033304045770995506,0.015,0.8499147764333491,701.2,11.65,0.9452716467051543,-0.05468729435532965,0.00022950671367699595,178.65388883770737,-216.47147761608647,-216.70112566370037,-86.44929062964205,-1.4362769310118453,0.2990929069472133,0.2990929069472158
3831,220228-3910,0.1232876712328767,4662.85,3910.0,0.00033304045770995506,0.015,0.8510493627749929,696.15,11.85,0.9443268032764399,-0.05563213778404402,0.00023330924112289147,181.07791441512663,-218.78913457045476,-219.0170341556657,-85.82671236849343,-1.460958943835976,0.29824273983976357,0.29824273983976096
3832,220228-3915,0.1232876712328767,4662.85,3915.0,0.00033304045770995506,0.015,0.8521376992716709,691.35,12.05,0.9433925560179119,-0.05656638504257198,0.00023702402506264883,183.47175136038263,-221.09592606459535,-221.32216044751772,-85.234939352574,-1.4856242840808727,0.2974494800913226,0.29744948009132216
3833,220228-3920,0.1232876712328767,4662.85,3920.0,0.00033304045770995506,0.015,0.8531703233383563,686.75,12.15,0.9427812749205896,-0.05717766613989419,0.00024003955447011302,185.04341619906947,-222.04827904245624,-222.27294813522738,-84.66779609683772,-1.4979330831391533,0.29619008975165695,0.29619008975165473
3834,220228-3925,0.1232876712328767,4662.85,3925.0,0.00033304045770995506,0.015,0.8542957772159767,681.75,12.35,0.9418226325737433,-0.05813630848674064,0.00024393660126537293,187.4706685274153,-224.29427145538983,-224.5172087377809,-84.05140296036481,-1.522635837077226,0.2953071126673325,0.29530711266733434
3835,220228-3930,0.1232876712328767,4662.85,3930.0,0.00033304045770995506,0.015,0.8553840903144603,676.95,12.55,0.9408741150763935,-0.05908482598409043,0.00024776344157558916,189.86769778145393,-226.51702474019874,-226.73829682030123,-83.45956105108021,-1.5472322839568633,0.2944634839087654,0.29446348390876864
3836,220228-3935,0.1232876712328767,4662.85,3935.0,0.00033304045770995506,0.015,0.8564724035102073,672.1500000000001,12.75,0.939918718323497,-0.06004022273698685,0.00025163150952712583,192.26964549700875,-228.71758616200128,-228.9371930398152,-82.86777845115358,-1.5718880401947717,0.29360491946423095,0.29360491946422745
3837,220228-3940,0.1232876712328767,4662.85,3940.0,0.00033304045770995506,0.015,0.8575607168032172,667.3499999999999,12.95,0.9389566349014566,-0.061002306159027166,0.0002555412572287669,194.6759189697247,-230.8945152676313,-231.1124569431567,-82.27604157173072,-1.5965895169362287,0.29273110397146795,0.29273110397146507
3838,220228-3945,0.1232876712328767,4662.85,3945.0,0.00033304045770995506,0.015,0.8586396854481674,662.6,13.15,0.9379946106535391,-0.06196433040694479,0.00025945944223860573,197.0718161487097,-233.0381950156088,-233.25448814086852,-81.69037855846965,-1.6212004762778842,0.29185241334714607,0.2918524133471484
3839,220228-3950,0.1232876712328767,4662.85,3950.0,0.00033304045770995506,0.015,0.8596999185431579,657.95,13.35,0.9370320957106377,-0.06292684534984622,0.00026336428659778216,199.4610958401962,-235.17184940629247,-235.3865272853323,-81.11712342630254,-1.6458905495902112,0.2909921337241165,0.2909921337241137
3840,220228-3955,0.1232876712328767,4662.85,3955.0,0.00033304045770995506,0.015,0.8608162888312609,653.0,13.55,0.9360421643432807,-0.06391677671720322,0.00026748522605156427,201.89261404618426,-237.2475996574931,-237.46056237817572,-80.5068748543782,-1.6705734845152018,0.2900206751210351,0.2900206751210396
3841,220228-3960,0.1232876712328767,4662.85,3960.0,0.00033304045770995506,0.015,0.861895210593681,648.25,13.75,0.9350632799935317,-0.06489566106695221,0.0002715292666890207,204.29323787093833,-239.3034571646991,-239.51477133511605,-79.92117396004977,-1.6951465627895428,0.2890921231061397,0.28909212310614946
3842,220228-3965,0.1232876712328767,4662.85,3965.0,0.00033304045770995506,0.015,0.8630022847272137,643.35,13.95,0.9340632178558658,-0.06589572320461806,0.0002757158345520501,206.72644849374848,-241.33103873862842,-241.54065440271108,-79.31712324768598,-1.7198629737134654,0.28810592732867324,0.2881059273286647
3843,220228-3970,0.1232876712328767,4662.85,3970.0,0.00033304045770995506,0.015,0.8640623873125239,638.7,14.15,0.9330763133059474,-0.06688262775453646,0.0002797947146506641,209.12651737856112,-243.35437133405395,-243.5623717519167,-78.74387442690845,-1.744559358415159,0.2871832706680523,0.28718327066806254
3844,220228-3975,0.1232876712328767,4662.85,3975.0,0.00033304045770995506,0.015,0.8651883285956788,633.7,14.35,0.9320582459003164,-0.06790069516016754,0.00028413636708349055,211.57349827794624,-245.30136532670852,-245.50763393419118,-78.12735784452789,-1.7691386664456121,0.2861289707714432,0.2861289707714418
3845,220228-3980,0.1232876712328767,4662.85,3980.0,0.00033304045770995506,0.015,0.8662766545116846,628.9,14.55,0.9310458189291668,-0.06891312213131712,0.0002884078891391066,214.00333142348785,-247.2543722610395,-247.4589756662336,-77.5356253482051,-1.7938445262872795,0.2851286291239167,0.28512862912391723
3846,220228-3985,0.1232876712328767,4662.85,3985.0,0.00033304045770995506,0.015,0.8673649805249555,624.1,14.75,0.930027123593889,-0.06993181746659503,0.0002927291334422228,216.43562786698647,-249.17660456603323,-249.3795427689388,-76.94386218678557,-1.8185197210321398,0.284112454356523,0.28411245435651766
3847,220228-3990,0.1232876712328767,4662.85,3990.0,0.00033304045770995506,0.015,0.8684344037358119,619.45,15.0,0.9288608352401478,-0.07109810582033603,0.00029727539389206686,219.209786037873,-251.68888396699936,-251.89019027166214,-76.37055320442406,-1.8493203277117491,0.2833410991799641,0.2833410991799638
3848,220228-3995,0.1232876712328767,4662.85,3995.0,0.00033304045770995506,0.015,0.8695321694456948,614.65,15.25,0.927674952599138,-0.0722839884613459,0.00030196918551127786,222.00678759877263,-254.14915159292337,-254.3487760432747,-75.77876586406101,-1.880135727074699,0.2825021232886333,0.28250212328863983
3849,220228-4000,0.1232876712328767,4662.85,4000.0,0.00033304045770995506,0.015,0.8706299591483605,609.8,15.45,0.9266312597323025,-0.07332768132818138,0.00030647835194004433,224.45443212718965,-255.97059107215804,-256.16853366819794,-75.18079796497398,-1.904770567713666,0.28142065207122047,0.28142065207122074
3850,220228-4005,0.1232876712328767,4662.85,4005.0,0.00033304045770995506,0.015,0.8717087984632943,605.15,15.75,0.9252907438065648,-0.07466819725391909,0.00031143394805893985,227.58525241438846,-258.9720866792215,-259.16838072499576,-74.60752324075732,-1.9417698160996972,0.2807995023026236,0.2807995023026187
3851,220228-4010,0.1232876712328767,4662.85,4010.0,0.00033304045770995506,0.015,0.8727591194562685,600.55,15.950000000000001,0.9242528144058612,-0.07570612665462274,0.0003158727460286721,230.00336036645095,-260.7678124523035,-260.9625079038807,-74.04044857924707,-1.9664759765073332,0.27977082372499934,0.2797708237249962
3852,220228-4015,0.1232876712328767,4662.85,4015.0,0.00033304045770995506,0.015,0.8738759172997532,595.65,16.2,0.9230301740651365,-0.07692876699534731,0.0003208434589127348,232.81689850168087,-263.0677353578436,-263.26071565106366,-73.43625439033143,-1.9972132944410708,0.2788239678600097,0.27882396786000674
3853,220228-4020,0.1232876712328767,4662.85,4020.0,0.00033304045770995506,0.015,0.8749642203043252,590.9,16.450000000000003,0.9218118332762931,-0.07814710778419073,0.0003257610406303741,235.61140240516872,-265.3570871407201,-265.5484022316516,-72.85062567967599,-2.028022939950097,0.27791116380810194,0.27791116380809855
3854,220228-4025,0.1232876712328767,4662.85,4025.0,0.00033304045770995506,0.015,0.8760334555097278,586.3,16.75,0.9204464810016335,-0.07951246005885036,0.00033087176644950184,238.72882898204884,-268.2095801373297,-268.3992633300184,-72.2835802820928,-2.0650871314079646,0.27722674329064245,0.2772267432906439
3855,220228-4030,0.1232876712328767,4662.85,4030.0,0.00033304045770995506,0.015,0.8771503727094009,581.3499999999999,16.950000000000003,0.91934521602742,-0.08061372503306387,0.00033580595139918253,241.21644669442531,-269.8252850710784,-270.0132531054099,-71.6732405438941,-2.089678900058492,0.2760176727681314,0.2760176727681301
3856,220228-4035,0.1232876712328767,4662.85,4035.0,0.00033304045770995506,0.015,0.8782291299016077,576.7,17.25,0.9179591367879082,-0.08199980427257572,0.00034106318859962215,244.3413131570004,-272.59153944402397,-272.7778589280898,-71.10003622630286,-2.1267485550699363,0.2752776830894514,0.2752776830894562
3857,220228-4040,0.1232876712328767,4662.85,4040.0,0.00033304045770995506,0.015,0.8793270030886869,571.95,17.549999999999997,0.9165578884699394,-0.0834010525905445,0.00034644940414111335,247.47423041855,-275.28879898371014,-275.4734366134645,-70.51438885410946,-2.163703922602667,0.2744786722245361,0.27447867222453964
3858,220228-4045,0.1232876712328767,4662.85,4045.0,0.00033304045770995506,0.015,0.8804344823261576,567.1500000000001,17.85,0.9151416480567491,-0.08481729300373471,0.00035193521643812545,250.61691889438328,-277.9398037582283,-278.1227428816484,-69.92263984086279,-2.2007220326437813,0.2736434424900282,0.2736434424900241
3859,220228-4050,0.1232876712328767,4662.85,4050.0,0.00033304045770995506,0.015,0.8815036338570265,562.5,18.1,0.9138839914723718,-0.0860749495881121,0.00035711725084419346,253.40053365364162,-280.0158666979486,-280.1971739231259,-69.34932817100778,-2.231519951829644,0.27265609702827254,0.2726560970282734
3860,220228-4055,0.1232876712328767,4662.85,4055.0,0.00033304045770995506,0.015,0.8825823440596421,557.8,18.35,0.9126109925947852,-0.08734794846569871,0.00036240727911563254,256.1988301297136,-282.0531044192633,-282.2327630941749,-68.7698880861994,-2.2623538396240996,0.2716372556833436,0.2716372556833408
3861,220228-4060,0.1232876712328767,4662.85,4060.0,0.00033304045770995506,0.015,0.8836033334982631,553.45,18.65,0.9112208587933968,-0.08873808226708702,0.0003676743759151442,259.2525521913324,-284.63932834708623,-284.8174383838695,-68.23351905904444,-2.2992724837019756,0.2708960367703952,0.2708960367703957
3862,220228-4065,0.1232876712328767,4662.85,4065.0,0.00033304045770995506,0.015,0.8847589517222271,548.4,18.950000000000003,0.9097397042304786,-0.0902192368300054,0.0003736325221238339,262.44408761236,-287.08615501608983,-287.2624832864244,-67.61096443015995,-2.3363068959134075,0.269899017378408,0.2698990173784078
3863,220228-4070,0.1232876712328767,4662.85,4070.0,0.00033304045770995506,0.015,0.8858183343740743,543.85,19.25,0.9083082637156105,-0.0916506773448734,0.00037919933778279727,265.5355803956073,-289.5593004051597,-289.73401342927434,-67.04998059664052,-2.3732682678734216,0.26905186968752753,0.26905186968752554
3864,220228-4075,0.1232876712328767,4662.85,4075.0,0.00033304045770995506,0.015,0.886916254991896,539.15,19.6,0.9067020345883572,-0.09325690647212677,0.0003851821988030936,268.9681231237195,-292.4890382606551,-292.6620694304583,-66.47050132841451,-2.4163917393734495,0.2683026474322344,0.2683026474322362
3865,220228-4080,0.1232876712328767,4662.85,4080.0,0.00033304045770995506,0.015,0.88801419960512,534.4,19.9,0.9052257056226398,-0.09473323543784402,0.00039106656668000546,272.1007341974674,-294.8471045232899,-295.0184538387817,-65.8849531684066,-2.4534463190915643,0.26734918851777917,0.26734918851775424
3866,220228-4085,0.1232876712328767,4662.85,4085.0,0.00033304045770995506,0.015,0.889083140291762,529.85,20.25,0.9036198983151618,-0.09633904274532216,0.00039702703131590375,275.4936031363933,-297.69870323955206,-297.86842065680105,-65.32394184651076,-2.4965445862368165,0.2666075360650887,0.2666075360650901
3867,220228-4090,0.1232876712328767,4662.85,4090.0,0.00033304045770995506,0.015,0.8901714091255014,525.15,20.549999999999997,0.9021305962197154,-0.09782834484076847,0.00040299804684913325,278.61303618804243,-299.97023103443365,-300.13828324939414,-64.74451208621856,-2.5335531821089683,0.2656314598315331,0.26563145983153513
3868,220228-4095,0.1232876712328767,4662.85,4095.0,0.00033304045770995506,0.015,0.8912596780564956,520.5,20.9,0.9004931179322218,-0.09946582312826212,0.0004091868131688398,282.0189278247155,-302.7036535373407,-302.87004055001256,-64.17114754853995,-2.576627000594764,0.26481201382243635,0.2648120138224549
3869,220228-4100,0.1232876712328767,4662.85,4100.0,0.00033304045770995506,0.015,0.892347947084745,515.8,21.2,0.89898088365553,-0.10097805740495384,0.00041530558283238954,285.1423294893867,-304.88948306875693,-305.0542048791403,-63.59177606542249,-2.6136938736417212,0.26380013835546606,0.26380013835546773
3870,220228-4105,0.1232876712328767,4662.85,4105.0,0.00033304045770995506,0.015,0.8934362162102495,511.2,21.6,0.8971826931832422,-0.10277624787724181,0.00042177179566826227,288.82920392105416,-308.03225222010076,-308.19530882819555,-63.024627634116236,-2.662983798499762,0.26311445155701435,0.26311445155701674
3871,220228-4110,0.1232876712328767,4662.85,4110.0,0.00033304045770995506,0.015,0.894514750661691,506.54999999999995,21.9,0.8956558935250231,-0.10430304753546084,0.0004279860406913553,291.9399257126486,-310.12964185782147,-310.2910499156506,-62.45137947292839,-2.7000096099146558,0.26208104333489385,0.26208104333489335
3872,220228-4115,0.1232876712328767,4662.85,4115.0,0.00033304045770995506,0.015,0.8956127547530236,501.9,22.3,0.893830369265012,-0.10612857179547185,0.00043464148377595255,295.6250381438471,-313.14902500975626,-313.3087512132739,-61.8780425827742,-2.7492754594865607,0.2613311928952839,0.2613311928952821
3873,220228-4120,0.1232876712328767,4662.85,4120.0,0.00033304045770995506,0.015,0.8967010241702932,497.25,22.65,0.8921349929741993,-0.10782394808628455,0.000441191687656661,299.02409033171375,-315.63767779415264,-315.7957387953818,-61.30484200136443,-2.792513234241161,0.2604114685077253,0.2604114685077247
3874,220228-4125,0.1232876712328767,4662.85,4125.0,0.00033304045770995506,0.015,0.8977795233825181,492.65,23.0,0.8904368960056097,-0.10952204505487413,0.0004477612993681477,302.40680952797277,-318.07886154065085,-318.23527399161435,-60.7377282919573,-2.835673497436801,0.2594877429501322,0.2594877429501344
3875,220228-4130,0.1232876712328767,4662.85,4130.0,0.00033304045770995506,0.015,0.8988677811506334,488.04999999999995,23.4,0.8885858333402378,-0.11137310772024617,0.00045457623941712034,306.06243666374405,-320.9339522736054,-321.08869952228036,-60.17052432648116,-2.884907888125052,0.25868734004644245,0.25868734004644206
3876,220228-4135,0.1232876712328767,4662.85,4135.0,0.00033304045770995506,0.015,0.900005011095962,483.20000000000005,23.8,0.8866814359421353,-0.1132775051183486,0.00046176962851394396,309.77612978725034,-323.68621555180795,-323.83921433807996,-59.57261789017152,-2.9342617257879864,0.25777557389535033,0.2577755738953484
3877,220228-4140,0.1232876712328767,4662.85,4140.0,0.00033304045770995506,0.015,0.9010933282795065,478.6,24.2,0.8848043514653362,-0.11515458959514761,0.0004687418595107378,313.42315684498334,-326.4269307739879,-326.57826435797136,-59.005494597530415,-2.983576789311195,0.2569310305279255,0.2569310305279255
3878,220228-4145,0.1232876712328767,4662.85,4145.0,0.00033304045770995506,0.015,0.9021816455603149,474.0,24.6,0.8829154416186268,-0.11704349944185705,0.00047579293733397894,317.0636260411389,-329.1063009411609,-329.2559693228558,-58.438346959759016,-3.0328675077042493,0.2560635054344218,0.25606350543442263
3879,220228-4150,0.1232876712328767,4662.85,4150.0,0.00033304045770995506,0.015,0.9032699629383868,469.4,25.0,0.8810118481688003,-0.1189470928916836,0.00048292736918941344,320.70276637121407,-331.7329641829353,-331.8809673623416,-57.8712870603691,-3.082245964478609,0.2551762092245986,0.25517620922459755
3880,220228-4155,0.1232876712328767,4662.85,4155.0,0.00033304045770995506,0.015,0.9043189128143252,465.0,25.4,0.8791327154509146,-0.12082622560956924,0.0004898819003743587,324.2804171128358,-334.33420467426765,-334.4806092594769,-57.32872591147371,-3.1314656375010976,0.2543377651975494,0.2543377651975478
3881,220228-4160,0.1232876712328767,4662.85,4160.0,0.00033304045770995506,0.015,0.9053973298016378,460.55,25.9,0.8769495968316342,-0.12300934422884972,0.0004972627494976865,328.3886090443898,-337.7656906062003,-337.9104466411439,-56.78016682606354,-3.193180524693648,0.25373142893832734,0.25373142893832484
3882,220228-4165,0.1232876712328767,4662.85,4165.0,0.00033304045770995506,0.015,0.9064559943837402,456.1,26.3,0.8750365186201621,-0.12492242244032183,0.0005044366774009428,331.9653106337517,-340.23504574718083,-340.37818653590455,-56.231483372043904,-3.242442276153402,0.2528307174073411,0.2528307174073422
3883,220228-4170,0.1232876712328767,4662.85,4170.0,0.00033304045770995506,0.015,0.9076133556679982,451.15,26.7,0.8730174993910395,-0.12694144166944443,0.0005123944102396088,335.6720747267345,-342.52788347691455,-342.6692424991895,-55.6211969090089,-3.2917448542144,0.25172179860040694,0.2517217986004078
3884,220228-4175,0.1232876712328767,4662.85,4175.0,0.00033304045770995506,0.015,0.908632440514269,447.0,27.2,0.8708527271343184,-0.12910621392616553,0.0005195828666462542,339.6643170092976,-345.8217755222232,-345.96158590636986,-55.1096060836885,-3.353441700126824,0.2511533473386333,0.2511533473386328
3885,220228-4180,0.1232876712328767,4662.85,4180.0,0.00033304045770995506,0.015,0.9097899678046103,442.04999999999995,27.6,0.8687998113911232,-0.13115912966936072,0.0005277476695485232,343.3666815233518,-347.9899596554213,-348.1279882731191,-54.49939061946855,-3.402815277002849,0.2500010895053453,0.25000108950534167
3886,220228-4185,0.1232876712328767,4662.85,4185.0,0.00033304045770995506,0.015,0.9108584480871886,437.65,28.1,0.8665640102437124,-0.13339493081677142,0.0005354537988604857,347.3982878317964,-351.07074081291205,-351.20713753236714,-53.956855140202755,-3.4643893867781426,0.24928541910098653,0.24928541910098678
3887,220228-4190,0.1232876712328767,4662.85,4190.0,0.00033304045770995506,0.015,0.911986430814679,432.95000000000005,28.6,0.8642550482976924,-0.13570389276279146,0.0005436911087154088,351.4994936854344,-353.99712057495947,-354.1317854840345,-53.37733804539196,-3.5259681823783207,0.248428565140399,0.24842856514039857
3888,220228-4195,0.1232876712328767,4662.85,4195.0,0.00033304045770995506,0.015,0.9130648237179007,428.45000000000005,29.05,0.8621053940952801,-0.13785354696520377,0.0005516123516234149,355.30018927707175,-356.494716495363,-356.62773285417234,-52.822547689692954,-3.581451799282023,0.24750336068472953,0.24750336068473333
3889,220228-4200,0.1232876712328767,4662.85,4200.0,0.00033304045770995506,0.015,0.9141531420686098,423.95000000000005,29.55,0.8598031938932822,-0.14015574716720158,0.000559735182524852,359.3289707393285,-359.33646147369666,-359.46781263021745,-52.2678171681628,-3.64315963391624,0.24667737049267008,0.24667737049267233
3890,220228-4205,0.1232876712328767,4662.85,4205.0,0.00033304045770995506,0.015,0.9152414605165827,419.45000000000005,30.05,0.8574871011925443,-0.14247183986793965,0.0005679513644022399,363.3433288277895,-362.09772509015005,-362.22741104438234,-51.71300768121884,-3.704788503136744,0.2458248398445291,0.2458248398445286
3891,220228-4210,0.1232876712328767,4662.85,4210.0,0.00033304045770995506,0.015,0.9163198065487259,415.05,30.6,0.8550417928694305,-0.1449171481910534,0.0005761925311050265,367.5439604756149,-365.2138809998897,-365.34191840385625,-51.17057991711495,-3.7726347116356242,0.24510488870755204,0.24510488870755034
3892,220228-4215,0.1232876712328767,4662.85,4215.0,0.00033304045770995506,0.015,0.9173981292059877,410.55,31.05,0.8528289253172066,-0.14713001574327736,0.0005845123104658842,371.30925006248634,-367.42401515913735,-367.5504040128383,-50.61569258267443,-3.8280213497976727,0.24408607245740446,0.24408607245740616
3893,220228-4220,0.1232876712328767,4662.85,4220.0,0.00033304045770995506,0.015,0.9184164584532237,406.45000000000005,31.6,0.8504220973817075,-0.14953684367877637,0.0005924279424232249,375.38986133479665,-370.47252769627136,-370.5973679118439,-50.110199639603614,-3.895816077959769,0.2434342992471186,0.24343429924711643
3894,220228-4225,0.1232876712328767,4662.85,4225.0,0.00033304045770995506,0.015,0.9195046706969059,402.0,32.15,0.8479181540374431,-0.15204078702304077,0.0006010242789291253,379.56307113819156,-373.3406964988482,-373.46387151213224,-49.561672851077205,-3.9637276455977295,0.2426200786706691,0.2426200786706768
3895,220228-4230,0.1232876712328767,4662.85,4230.0,0.00033304045770995506,0.015,0.9206029011853253,397.5,32.7,0.8453889699628984,-0.15456997109758552,0.0006098089556389127,383.7305242458942,-376.0977227976924,-376.21921595666504,-49.00679184462439,-4.03144937887096,0.24175576720281536,0.2417557672028159
3896,220228-4235,0.1232876712328767,4662.85,4235.0,0.00033304045770995506,0.015,0.9216810954760049,393.1,33.25,0.8428625999773628,-0.15709634108312118,0.0006185188999779385,387.8583675729833,-378.816185000068,-378.9360296087749,-48.46442532478685,-4.099356831636021,0.24091013521621446,0.24091013521621737
3897,220228-4240,0.1232876712328767,4662.85,4240.0,0.00033304045770995506,0.015,0.9227693080114217,388.65,33.8,0.840309372930879,-0.15964956812960487,0.0006274258069945989,391.98235352111635,-381.42449218700665,-381.54267159342504,-47.91571260904442,-4.167082472058113,0.24001537233100637,0.2400153723310092
3898,220228-4245,0.1232876712328767,4662.85,4245.0,0.00033304045770995506,0.015,0.9238675743196163,384.2,34.400000000000006,0.8376052214025842,-0.16235371965789971,0.0006365004981011139,396.2986069526879,-384.3231472190879,-384.4396447711949,-47.3671158312636,-4.241088434003302,0.2392038738260155,0.23920387382601374
3899,220228-4250,0.1232876712328767,4662.85,4250.0,0.00033304045770995506,0.015,0.9249457333739897,379.8,34.95,0.835024285496647,-0.16493465556383688,0.0006455333368232552,400.38181191537706,-386.7883254794883,-386.9031744813296,-46.82470386161257,-4.3089504369550236,0.23828168517963705,0.23828168517963552
3900,220228-4255,0.1232876712328767,4662.85,4255.0,0.00033304045770995506,0.015,0.9260339462011409,375.4,35.55,0.8322963799086821,-0.16766256115180175,0.0006547297279158065,404.6459075112499,-389.52403895539015,-389.63722275494285,-46.282218262964,-4.382903194470826,0.2374368533647061,0.23743685336470616
3901,220228-4260,0.1232876712328767,4662.85,4260.0,0.00033304045770995506,0.015,0.9271221591255371,371.0,36.15,0.8295481538333048,-0.17041078722717906,0.0006640367269045481,408.89336194637673,-392.1720536674398,-392.28357226470393,-45.73977619748293,-4.456899485154202,0.2365663858422651,0.23656638584226442
3902,220228-4265,0.1232876712328767,4662.85,4265.0,0.00033304045770995506,0.015,0.9282103721471782,366.7,36.85,0.8265560523542735,-0.1734028887062103,0.0006733277488858202,413.4630797947288,-395.4561439674974,-395.565997362473,-45.20954863721767,-4.543110281053227,0.23590944902490296,0.23590944902490416
3903,220228-4270,0.1232876712328767,4662.85,4270.0,0.00033304045770995506,0.015,0.9292985852660642,362.3,37.45,0.82376944285638,-0.17618949820410393,0.0006828570128621367,417.66825399752315,-397.9119615028619,-398.020149695549,-44.66704037882011,-4.6170403788201115,0.2349832171887177,0.23498321718871487
3904,220228-4275,0.1232876712328767,4662.85,4275.0,0.00033304045770995506,0.015,0.9303665496799102,358.0,38.05,0.8209881079311145,-0.17897083312936943,0.0006922970937277428,421.8263910865969,-400.3246220359436,-400.43117833038787,-44.13698737867109,-4.69109696771214,0.23407634436194596,0.2340763443619462
3905,220228-4280,0.1232876712328767,4662.85,4280.0,0.00033304045770995506,0.015,0.931475011795571,353.6,38.75,0.8179073123047607,-0.18205162875572323,0.0007021170206189936,426.3571741061888,-403.27047793900283,-403.37533572711277,-43.59448753847479,-4.777364250803561,0.23329170869195137,0.23329170869195157
3906,220228-4285,0.1232876712328767,4662.85,4285.0,0.00033304045770995506,0.015,0.9325632252061916,349.3,39.45,0.8148349882476554,-0.18512395281282848,0.0007118283258458675,430.82694461887985,-406.1549018264141,-406.25809441223555,-43.064399122928585,-4.863714191421758,0.23252136301502896,0.23252136301503137
3907,220228-4290,0.1232876712328767,4662.85,4290.0,0.00033304045770995506,0.015,0.9336412786754159,344.95000000000005,40.05,0.8119734464006663,-0.18798549465981762,0.0007217442180012496,434.9434821826504,-408.2595573664139,-408.3611014019697,-42.52812040105331,-4.9377094421491305,0.23151299299071298,0.2315129929907145
3908,220228-4295,0.1232876712328767,4662.85,4295.0,0.00033304045770995506,0.015,0.9347294804380809,340.65,40.75,0.8088572621413341,-0.19110167891914975,0.0007316936931311206,439.365510924151,-410.9405354318541,-411.0404142651213,-41.99802536168761,-5.0240527589479465,0.23068669438153877,0.2306866943815371
3909,220228-4300,0.1232876712328767,4662.85,4300.0,0.00033304045770995506,0.015,0.9358074987960905,336.4,41.45,0.8057376971047266,-0.19422124395575727,0.0007416488505794953,443.73954049417057,-413.530096464559,-413.62832674756055,-41.47394808821454,-5.1102494580775675,0.22985093924099662,0.22985093924100378
3910,220228-4305,0.1232876712328767,4662.85,4305.0,0.00033304045770995506,0.015,0.9369058842551393,332.1,42.2,0.8024539026150685,-0.19750503844541528,0.0007518344037402546,448.27226423543846,-416.3154281892307,-416.4119766179208,-40.94389492969826,-5.202799039287408,0.22905809575723135,0.22905809575723146
3911,220228-4310,0.1232876712328767,4662.85,4310.0,0.00033304045770995506,0.015,0.9380042937179704,327.8,42.95,0.7991493214555885,-0.20080961960489535,0.0007621428229243358,452.7704002773088,-418.9791021723944,-419.07396874677306,-40.41370648085753,-5.295213330172674,0.22823231010567277,0.22823231010567233
3912,220228-4315,0.1232876712328767,4662.85,4315.0,0.00033304045770995506,0.015,0.9390822884611693,323.54999999999995,43.65,0.7959579620471071,-0.20400097901337683,0.0007724698787503989,457.0645061804172,-421.24888764455073,-421.34210566866375,-39.8896896184052,-5.381470440323067,0.22731180629947817,0.22731180629947348
3913,220228-4320,0.1232876712328767,4662.85,4320.0,0.00033304045770995506,0.015,0.9401807218033968,319.3,44.45,0.7925021395633204,-0.20745680149716345,0.0007828877607804646,461.63870365481574,-424.01567691781065,-424.10721308761225,-39.365707658661954,-5.480091220305689,0.2265365331491956,0.22653653314919894
